,Patient_A_Suspected_Klinefelter,Patient_B_Suspected_NOA
CD248,261.74470035333616,1.0474222619652231
BTC,2.0390308999362223,14.780754123938417
PDZK1,40.5611688061641,2.011155663830003
ADGRE1,0.9446343210067897,3.2011912783091416
DENND6A,293.2526006263644,34.18128297115642
PDE12,373.5888597484124,201.88286566838985
GLMN,9.10171102533203,181.16481012143208
DNAH12,81.04410215468016,12.434308267327829
YIF1A,147.04552281698867,390.1524255988916
CNIH2,0.0,0.0
AMY1B,15.43405584856558,1.894439498913545
NLRP6,12.697463156532514,0.0
NDUFA11,418.23602977834463,7336.635074346457
RSRC1,162.2902382886092,658.9815648879589
CATSPERD,0.0,1.015036344152333
SLC66A1L,0.0,9.290727311805135
RAB1B,176.6326005267943,105.69788536235738
METTL15P1,0.0,0.0
OR9G1,19.35298364578709,0.0
PTDSS2,11.808474391273634,21.684167654603087
MICOS13,24.768907250776024,1976.969400173392
C3orf33,33.65918094599697,102.40718350226247
VN2R1P,3.0888706020693344,0.0
OR5M3,0.0,0.0
SEZ6L2,307.931489719262,3144.959037911738
ASPHD1,53.907502095970536,38.56386470565225
KCTD13,865.8034295606003,930.2046713221984
P2RY14,0.0,0.0
AMZ1,49.44213516296789,9.248671496610838
GPR171,0.0,1.052861324425179
GPR149,45.81536267260039,1.0979351943866071
CD164L2,0.0,0.0
FUT1,40.23139336925889,52.08961162121943
DHX36,173.91996703094267,605.6482160789737
OR5J2,0.0,0.0
ZIC4,11.933964518111285,1.8243449037584027
OR10AG1,20.87090659389467,0.0
ENSG00000174977,0.0,0.0
OR4S2,0.0,0.0
FBXW8,200.75681398316084,56.98562692425362
CA5A,10.706844800649945,2.249808296039075
ZG16,1.0012359452307582,2.438918406575092
KLC2,103.03930282810023,45.98876206740435
SLC22A1,12.47774637507523,0.0
TEX36,0.0,0.0
CTBP2,756.966135103129,407.5090962215107
CHST2,128.60452173774982,4.418931261786438
ZDHHC14,662.2574676654073,302.044294577137
ATR,378.32592165110265,515.2156322186679
SNHG29,1147.768518767431,954.1630970248511
UBE2C,19.326926921402357,0.0
DSG4,48.39085463067977,0.0
GK5,417.7226093883452,69.28301921272309
VCPIP1,163.25195569425742,120.03219232117515
RTP1,0.0,1.0088845607486423
DES,26.263140139549012,3.879511781400701
PDIK1L,32.024039113803155,43.0125775858822
SPSB4,1.8587610771360707,0.0
RAG2,0.0,0.0
TRAF6,279.90272889887956,147.13768830972884
ZNF654,166.51978610964633,62.81580423616137
TVP23C,93.37434462644697,75.84139548639462
MRPS22,116.57469357546836,297.631234322408
PACS1,552.3044843620573,150.93210461932065
WFDC5,0.0,0.0
MARCKSL1,2523.3905916439794,1626.0459480387008
SH3BP5L,85.28119216675934,9.895279035206226
OR2T1,0.0,0.0
TMEM51-AS1,44.09798124582966,36.72162343703576
YPEL2,507.44885011639747,751.0281040427623
CADM2,89.96549243782428,20.722025742928256
ABO,1785.2806173115378,205.39371022791505
PSMD2,301.37155948866103,339.2322812642727
FAM182B,8.650743694745831,1.6064305548643616
PPM1E,8.40853920121069,0.0
FAM131A,233.62577395095005,175.4263003627433
CSRP2,176.18616370709185,4.992027080049663
INHBC,0.0,0.0
PARL,205.25809049120764,414.2669704897198
DDIT3,129.33784434303192,275.2631421033243
PCCA,317.9409748167129,229.6595280547463
HIGD2B,1.0131656636804096,0.0
DCTN2,402.7709685615514,559.4571527407057
NPPA,0.0,20.074226207028225
ZNF408,27.28841495065662,36.983411986582
CTDSP2,943.3572686644568,196.09809260244575
CKAP5,531.4070294080052,556.7850825077165
ARHGAP1,617.6969811975566,186.9486295573044
MED16,45.086811841360024,234.75940539479487
ATG13,362.27353788849405,154.3705767086756
GAL3ST3,0.0,0.0
C1orf127,29.095991727029443,1.0928101211815757
CHST1,15.985049007785621,0.9649297879668327
GOLGA8A,656.3741276461468,130.12503786577068
VWA3A,1.0075509086480372,1.051236873651886
TP53I11,104.73765592339915,4.3049363679242
CENPS,18.748178638772153,273.15631272037353
DOLK,57.072798255161246,146.48662837126406
PHYHD1,96.96006650584785,11.810163824481053
CATSPER1,15.590045250301396,0.0
ANKRD30BP1,0.0,0.0
CCNE2,0.0,0.0
PHYKPL,313.6560181469099,80.93244717448412
ANKS4B,6.986889256740509,42.65727024226231
CST6,10.70153649957861,27.291331418770827
GRAMD2A,4.021773037502146,0.9044456491810361
NF1P5,5.074788818707377,0.0
ZNF519,235.84070095887805,22.664146447204082
LSM1,20.48633452755555,231.91060276525937
PROP1,0.0,0.0
ISX,0.0,0.0
BANF1,790.6319495661899,739.1427192525579
APOF,3.7599547584166597,0.9005339169200292
CHRNA7,213.82344672279655,45.370724812858136
TMEM9B,117.0093331776686,237.1569182658775
NRIP3,28.06901224554379,2.0340021507113697
PTPN2,260.8880418070536,321.13656300816166
SCUBE2,47.560698406726324,4.824611769905694
EIF1AD,215.70727380911748,68.17791288354803
SMAD2,1400.8178030525373,701.7886752464881
EIF3F,627.9178797762494,1205.7878460393326
ZNF25,86.0036619880425,94.8658562443879
OR10P1,14.983732710058806,0.0
ARL10,425.5305551695064,147.16391210978009
CLTB,215.35180890890695,203.45284763228855
PCSK1,22.53156093565907,0.0
LPL,45.375932757015086,0.0
RFESD,21.159768666489125,11.915962303581638
CCDC14,215.05616943088924,229.11734241264193
TBC1D10C,0.0,0.0
SART1,247.8050124506505,69.1921736867273
PPP2R2D,233.0116774345508,234.10383764722968
MCTP1,69.25156178125093,31.654101736625474
POLD4,34.85319525756083,213.18347789428725
OR52W1,13.437975214623956,0.0
LRRC25,37.771630750467196,9.86430609461641
DPP10,134.90754130925984,28.435212342076102
CLCF1,30.10128303280151,1.061578071416316
ACRP1,0.0,0.0
TSGA10IP,16.16115738819967,0.0
GPR152,0.0,0.0
UBQLNL,0.0,0.0
UBQLN3,0.0,0.0
PNLIP,0.0,0.0
LIPT2,4.529816579276825,93.98782278041402
KCNE3,70.11468796223139,20.86771368837939
CABP4,105.33886313630971,13.424537840968725
ALG10B,235.85431456142888,54.75616372765788
DRAP1,186.76914593643025,1264.9876978484558
LONRF3,0.0,0.0
UCP3,0.0,0.0
UCP2,109.52446910658216,156.5933448474114
C11orf68,184.66482905168266,128.20528991515494
PAAF1,195.44662135779166,312.9454574029589
MRPL48,104.4730488310487,95.30887051777107
RAB6A,605.3233633339684,442.8764533013432
P2RY2,8.23585056816809,0.0
FOSL1,10.713238630603486,11.753166755606543
ERCC4,320.2923668792743,949.4029716595629
SUGCT,42.12521284377679,4.9931290715076955
CCDC85B,88.44838043636541,831.1430229013321
ENSG00000175604,45.11142885105384,0.0
TMEM70,278.3469001841067,1603.023799680323
ERCC6L2-AS1,46.72235807451154,367.3813929685808
OR4B1,0.0,0.0
RPS6KB2,55.83438850703721,32.40317049453252
RMI2,27.441993665916748,37.6728739556958
PRM1,19.26227206159517,51.6557337638755
DRD5P2,0.0,7.919998664065723
TOM1L2,624.451891120905,152.4621969463355
TEX26,3.9551338318704947,3.1444631077420464
GOLGA8DP,12.402250749568033,0.0
ZNF77,49.71602900920999,3.892283421288644
GPR156,6.742286726157099,0.0
CCDC197,0.0,0.0
MTLN,57.200875514805624,680.9873211943936
KDF1,0.0,29.810879969064647
B3GNTL1,31.53947637875187,18.61879711337342
RBMXL3,19.381149279251762,0.0
MLXIP,1277.070555750489,543.304726362636
LINC02873,0.0,0.0
BAK1P1,0.0,0.0
RWDD4P2,0.0,2.0715589431995496
NR2F1,245.3481799682647,39.10916247508107
LINC02915,4.291392134388652,0.0
EIF3KP1,0.0,0.0
AURKAIP1,148.6153677083035,796.4371363028906
TTLL11,83.41928611172146,0.9674906423852537
EIF4E1B,10.405032734480637,0.0
TOMM5,528.7580009474932,2724.314750724225
LINC01106,33.24728732212899,2.022783334356906
ZBTB44-DT,4.9540065886589115,32.12547440206903
LINC02694,121.12262524327781,9.51472076385009
SLC35E3,426.23921565874593,159.88612455248165
PRIMA1,12.671004092586486,0.0
ZNF169,31.565557984878627,18.880092176889292
RUVBL1,42.82510501266945,87.2228848000392
SFN,3.0328314026331986,0.0
OR52B3P,5.238459097763146,0.0
MSRA,19.75777589158877,25.148096710431755
CBLL2,14.739171469074517,0.0
CCDC168,82.60555402792366,6.420462172565347
CTDNEP1,425.45450400482736,62.4605851994523
ETV4,33.336724461371105,1.804944337000172
FAM172BP,0.0,0.0
SWI5,74.64357770658715,313.6500612050133
GAPT,61.32174622760439,2.86363203273843
BAIAP2,36.05048991496769,11.6867889370872
CALCB,0.0,1.0427687488337272
CREG2,29.49903591379105,9.391633149161002
TMEM270,1.0198083122856303,0.0
HOXD8,113.32141016737044,61.94765234947579
RPL7AP66,2.977561034913191,0.0
ZDHHC21,164.47516981028772,124.42967183523724
TSPEAR,0.0,0.0
PLEKHF2,34.40679866698025,31.958631131206726
A2M,817.019902322098,225.51777710302878
ARL4D,60.42807085392148,282.86523800397026
DOK7,56.00047234708696,54.05908311818601
LRRN1,302.4565394286363,143.72871226051302
UBE2O,85.2085201189411,91.24065239959239
ORAI3,185.76195708699618,166.74574351727065
KLHL38,54.5495241505103,4.76285919118275
LINC02880,27.722758116695193,0.0
UNC119B,217.77906536393664,48.738205437981705
DENND2C,54.60050464648228,11.495760461838612
PLEKHD1,16.017886912732898,2.673316020207882
FAM220BP,0.0,0.0
ASCL3,0.0,0.0
TUBB6,100.3378892068273,0.0
LYSMD3,139.20566962221721,59.63171798459584
AMIGO3,0.0,0.0
B3GALT6,137.76578023404366,51.26991763173534
ZNF613,10.142063183456969,34.254299566691294
C11orf16,0.0,0.0
TMPRSS7,18.219660942559408,2.7622009889605823
ENSG00000176043,0.0,1.968553469200219
NUPR1,560.409827045524,2069.948501521589
JAKMIP2,47.73130481401349,11.665254587418032
RPL23P2,18.70166498372315,5.748644773689866
MBLAC2,120.68882146334487,24.527918424685712
TPRN,25.320880223559943,8.73452217304607
KCNE5,5.07667812603181,0.0
ZNF683,0.0,0.0
SLC35A4,284.4666292328871,197.21198096250433
CRYBG2,0.0,0.0
IP6K1,221.22234530352526,170.5567040471397
SSNA1,82.13830829249738,270.13080476761763
CSTF3,136.86865693960743,673.4372908799129
YES1,393.46326281175146,630.3254514787876
CHMP6,19.241163017073333,35.567455851755874
AQP7P4,0.0,0.0
DLEU1,302.3003089406688,321.16323469883764
UFSP1,0.0,0.0
ENSG00000176134,20.535954965465233,0.0
MC5R,0.0,7.269268426980851
TMEM39A,251.20083415127354,132.9333377761081
TCP11L1,127.21045182602452,64.57952056034107
GPX2,2.0237320637856344,9.4912830890524
CCDC57,181.54211997647914,28.739974886759953
HSF5,0.0,0.0
FOXG1,5.1861368200596205,24.522574961695753
SPHK1,11.424472395485687,9.002116452353079
BNIP3,267.120098913703,222.42365411844816
ENTHD1,21.93067244101912,0.9997123075890744
MYPOP,41.812496512542104,9.95966351709907
ENSG00000176183,0.0,0.0
CIDEA,0.0,0.0
OR11H4,0.0,0.0
OR4D11,0.0,0.0
LRRTM4,27.31935265198558,0.0
ATAD5,64.11632694342852,85.12759236436682
SMIM19,132.6021580166136,575.2584993511684
OR11H6,0.0,0.0
ZNF404,34.10761776778699,158.54653272102075
RTTN,344.559092709501,137.68304529415272
OR4K17,81.96897381391126,3.7258569650350477
OR10H4,0.0,5.29377259029042
ENSG00000176232,0.0,0.0
RPP38-DT,7.8040958644901055,36.35202809629398
OR51B6,0.0,0.0
CDV3P1,0.0,0.0
ACBD7,109.92196509207031,45.838852223770004
OR4L1,0.0,0.0
ANAPC2,102.1511255625725,7.892460647161511
OR4K13,1.0177493847490657,3.800508263261751
HMGB4,0.0,1.033604457643615
ZBTB8OS,142.41981409448027,893.4938237095341
CYCSP34,13.25578914739777,8.092176771392518
OR4F21,0.0,0.0
SLC35G1,137.61206310188402,41.540948836013825
OR4K5,0.0,0.0
IDSP1,0.0,0.0
OR4K3,0.0,0.0
ZNF135,54.176148345991905,69.08118692132626
OR4N2,0.0,0.0
OR4M1,11.669755720104934,0.0
FOXR1,0.0,7.9131763549871375
OR4H12P,7.699016810965133,0.0
FOXN3P1,0.0,0.0
ENSG00000176320,64.59032631996358,1229.8147300290539
COX8A,1546.3747375682585,11412.389160796334
RPL37AP8,0.0,0.0
ENSG00000176349,0.0,6.213033287210414
TAC4,216.9361982103193,4.2606626974449355
ZSCAN2,14.031729410968419,10.510644349895859
PFN1P10,0.0,0.0
PRR18,0.0,0.0
B3GNT4,14.102814376339035,2.747072051962192
CDC26,141.54350117974892,425.96259037951427
HSD11B2,199.2343479466966,0.0
CRLF3,145.35512528533604,52.425710819614906
RNPEP,131.9345552080532,38.09343408755642
EID2,81.75135542752105,101.92780028462373
DMRTA1,0.0,15.856404447274262
EID2B,42.30889015849199,54.23860835500026
GJC3,23.311635740117794,0.898431659083785
RIMS2,221.31551097228152,13.683518129745007
KCMF1,175.99424538191573,101.61463892922801
DNAJC30,251.36860168303932,561.3743674621194
SPRYD4,230.9016482882983,259.86376962833515
VPS37D,14.469851375940717,30.52298508790457
CLEC14A,51.24120511321793,18.41932416279462
SYNE3,475.20423773572855,139.00855039985933
CLK2,116.81539744967822,14.654300477427025
LPCAT4,36.73387265420238,1.0658198123242546
SLCO3A1,258.21554935826566,340.2656916181421
ZNF575,14.78561430298337,5.571030237604357
WDR25,7.4916898754258,5.8992187187438745
SGF29,41.72392574785935,116.93980526368136
PLAAT3,736.9167466820302,2774.5462396320895
DIRAS1,45.868272182338195,2.810575182616937
OR5AN1,46.506274911017705,1.9254723829662945
OR10AC1,6.152746143783992,0.0
ENSG00000176515,15.222989172176778,0.0
PHLDB3,3.9475641414770157,6.836880561613225
PRR15,118.89441985962449,0.0
GNG7,207.34239064402348,533.1344865074826
OR4C5,0.0,0.0
USF3,580.2104300990978,272.3891557031761
OR4C3,0.0,0.0
OR4S1,14.50476066010098,0.0
CNTD1,92.80177849564758,12.317631023256846
DCAF4L2,2.8858623453471797,0.9825259716908987
OR4X1,11.683046640707419,0.0
CNBD1,0.0,2.266463054945948
DMBT1L1,12.032447781413822,0.0
ENSG00000176593,174.11524101926145,123.77026648014849
KBTBD11,0.0,0.0
B3GNT5,94.35133284658414,7.074226639370164
MAP3K19,0.0,0.0
LINC02914,0.0,0.0
LMNB2,145.96099413883482,73.07900282203622
RMDN1,198.2395047542826,465.3902540342691
MEX3C,181.07133269435437,47.6391888838974
HORMAD2,9.15965395532228,0.0
RNF152,1049.285230567951,911.9284696548395
NANOGP1,1.9606066518362837,1.9131482866735385
MYO1D,135.0228486235266,1.1427249484725552
LINC02910,5.8445613561182705,0.0
FOXL1,36.498332695531616,0.0
TGIF2LY,0.0,0.0
LRRC37A,24.280956184517706,309.7330636347292
FOXC2,50.361285818283555,0.0
OR4F17,152.34010566610763,5.930538654910503
BDNF,13.760003739392197,0.0
SCAND2P,120.65849093576539,713.8224154678694
CCDC121,23.492098699447112,42.00272826627521
ACSF3,281.7144206900954,202.0614405577073
OR10AB1P,16.56489495507322,0.0
BOK,4.163468101599211,117.78260293403301
ZNF843,81.37505151183998,17.74041981477644
TTTY14,326.08226730972666,229.63682073441748
RBIS,336.9695863425294,1225.7313962836602
PFN4,5.0475983050852555,13.248064605744679
OR51V1,0.0,0.0
MAGEB6,4.064660967208053,0.0
OR52Z1P,0.0,0.0
CDK5R1,29.349492483342186,1.7740625743007352
OR51A1P,0.0,0.0
PAK6-AS1,16.01968172092654,9.437881026673264
LINC00303,0.0,0.0
ZNF285BP,0.0,0.0
TCERG1L,8.72889008289059,22.531187035923566
NCKAP5,53.564954599575344,84.77851313286958
MAGEB18,0.0,0.0
DEFB104A,0.0,0.0
RUFY1,49.65327432956848,59.592855400042794
OR52E2,0.0,0.0
BASP1,14.920860735792376,25.35521970118961
DEFB103A,0.0,0.0
OR51L1,17.44808217699482,2.0561018323937654
LRRC37A3,57.91408283384447,17.351601071022372
METTL1P1,0.0,0.0
FKBP9P1,74.0317947308343,490.3666863857901
VSIG10,139.93270922714717,248.49381648204997
MIR7-3HG,0.0,0.0
IRX5,0.0,0.0
METRNL,98.69619329687815,171.10152214784324
FAM91A1,282.7123248528435,189.41328936909582
KRT18P28,0.0,0.0
GJA1P1,0.0,0.0
ENSG00000176868,290.7777337402018,260.94290934575
WSB2,404.18951065725264,243.10146177572298
ENSG00000176882,0.0,0.0
GRIN1,4.638340877387247,0.0
SOX11,2542.25793449233,22762.908715525507
TYMS,25.951613097711135,515.962062032571
OR51G2,0.0,0.0
PXMP2,29.757900642827035,12.08093976575158
OR51A7,0.0,0.0
TCEANC,44.88046123092545,114.52046417794763
OR51T1,0.0,0.0
PNMA1,480.2406943176154,239.38144436506747
OR51H1,5.994710988183065,0.0
TCIM,54.85778518765231,3.307246871805018
MAMSTR,28.91443134818497,85.57390555753109
TYMSOS,10.793927838986129,0.0
ANKLE2,307.426605124007,149.98761384840222
C8G,3.051745332737006,0.0
FUT2,12.89459856584893,38.67717408483941
OR51S1,10.932344109467856,0.0
OR7A15P,0.0,0.0
OR51F2,0.0,0.0
EFCAB5,49.26523325123978,13.402905522366668
GCNT4,32.00857244275869,2998.747366206032
TOB2P1,18.63450601838964,16.82308411194889
MUC20,70.6193777343624,1.0955625866550844
THAP4,90.29968752785938,101.37362610909511
OR51N1P,0.0,0.0
NFATC2IP,316.4688466639704,270.2710912623687
LY6H,0.0,0.0
RPL7L1P11,0.0,0.0
FIBIN,73.28066786321587,9.761886313252981
FAM89B,89.53428097986207,70.85140265446526
SHMT1,73.5874281655054,7.074996176619517
DPP7,175.67171054374913,193.32313608287768
TRIM60,0.0,1.0656179176604665
ENSG00000176984,0.9945733091680619,1.9648491172637657
SEC24C,378.8644723494198,48.83964267541516
FMR1NB,0.0,0.0
SMCR8,49.46719032912907,28.515818417349056
HCG4,0.0,0.0
MTHFR,336.5176082798695,175.57235442375233
DEFB104B,0.0,0.0
C19orf18,17.815308760053405,32.35403037997285
DEAF1,62.17114449053188,58.308625476729866
MTX3,197.37673363121937,131.12670276313017
TMEM80,225.40504139249515,77.48884636693148
SIX5,13.999228920088278,0.0
IFNW1,0.0,0.0
FBXO46,66.88970574551983,23.297586319576272
ZDHHC13,69.42176325760936,31.43550328621313
SLC38A9,65.35528366889419,19.86385232637756
ACER2,8.727585692530889,0.9548572028915684
WDR73,178.5760913147961,179.3633808413676
POLE,96.23759736589308,5.498379708992812
PHETA2,20.543759897928798,7.018291090486435
SCN4B,14.226073072177453,0.0
DSCAML1,157.40483077762786,6.3391179225734735
RHOG,62.57036839295299,499.27413269660195
EPS8L2,7.537637400145926,0.0
ZDHHC22,16.593146046830608,0.0
IRAG1-AS1,15.755851059548696,0.0
ANO6,546.5277621023203,350.2204261627067
ZBTB34,78.17930424785837,38.04973941566078
PRDM16-DT,17.08875510104437,1.0013552027469872
FAM9B,16.912951490341,52.22207967183919
CETN1,0.0,0.0
NUDT4B,12.322514851558541,21.10882492772763
FAM210A,78.13639439956874,1718.10820384773
OR2T35,0.0,0.0
TALDO1,206.2877641774538,327.14734714692145
ULK1,351.7224096562556,56.89328933551322
NAP1L4P1,8.489427834248353,0.0
OR14C36,0.0,0.0
RIMKLA,15.395821299712663,8.083574064324292
CLVS1,109.4019996800058,0.0
OR2M7,0.0,0.0
RPS6KA3,236.0778186563848,0.0
B3GNT8,18.525203580872336,0.8751385839664688
PUS1,67.62273953497265,18.072255143294342
PCNPP5,0.0,0.0
CHD9,882.6089072135742,1282.8872715735827
OR2T12,87.85070081445936,6.289290996875161
SPACA4,0.0,0.0
OR2T33,14.676584454622995,11.057898849870867
GATD1,167.51782641639974,99.05526467286052
OR2M1P,0.0,0.0
LINC01561,0.0,0.0
TRIM72,190.8907380763269,562.8594690169541
MAN1B1,131.05627218664796,327.16045866666195
DEFB103B,0.0,0.0
DEFB4B,0.0,0.0
ENSAP3,0.0,0.0
KCNA3,24.325437313467702,4.650291690560205
OR2AJ1,0.0,2.704023147537945
FZD8,7.46610354001016,46.30577217577443
GJD4,15.366603503750737,0.0
FBXO39,7.633852955134593,0.0
CLDN22,0.0,0.0
KCNA2,88.47243504630575,0.0
TOP3A,47.44906008779567,21.744627432625716
CASKIN2,67.51980484566658,44.47141667247167
OR7E125P,0.0,0.0
ZBTB38,800.2809409550216,940.4249127075685
BEND2,39.500578895897455,43.54065033906515
LINC02904,22.083090482654246,8.664806472971733
DLGAP1-AS1,103.34325843178203,158.27380492484826
LINC00469,0.8880602111058372,0.0
ENSG00000177340,3.9551027907913348,59.425709111650946
RPL13AP3,0.9461731639107852,0.0
CCDC71,20.121879070658217,1.0242704375234897
C10orf71,15.84997553512923,0.0
ENSG00000177359,30.50450418370353,48.32307239054363
LRRN4CL,93.1336031709783,0.9733826735494059
ENSG00000177369,39.18274558857112,1.8403346360481068
TIMM22,126.80464062758168,43.00275467504922
HIC1,229.086372474972,0.0
PPFIA3,14.310513268125707,8.7100658880295
MAGEF1,202.25546180254796,56.3547732540382
UMODL1,0.0,0.9016828880782014
OR7E8P,1.927795607620787,0.0
NINJ2-AS1,25.7299315499685,73.58331687553138
SAMD9L,176.98494073650252,76.87758462503477
ZFAS1,442.28771092636464,1497.0976537717
UBE2U,6.205095332103904,0.0
ENSG00000177418,0.0,0.0
PAWR,238.3131959533471,182.7578189095618
TGIF1,208.18688739015073,165.65184046270699
MIEF2,23.323718136002025,40.86833324158978
NAP1L5,126.7192428350123,196.49465955284003
CBX3P1,0.0,0.0
ENSG00000177452,0.0,0.0
NIM1K,14.762986707755525,2.6448306077136765
CD19,2.116290865735288,0.0
ERICH5,22.17381241167386,38.11970495295826
OR2T8,5.535337272269019,0.0
NR2C2,251.34120150507988,7.502902948930289
GPR4,0.0,0.0
ACOT4,0.0,0.0
OLIG3,0.0,0.0
CAVIN1,456.75290901278,38.92524141375931
OR2G3,15.311341178272325,0.0
ARIH2,420.470634200264,334.8186846121331
RBM44,30.956573126200787,0.0
ZBTB33,298.33727854384443,135.38398559848042
OR2G2,0.0,0.0
ZBED2,0.0,0.0
VCX2,0.0,0.0
IRX3,4.959618367193936,1.1019188106137898
ST8SIA3,1.0580993679551827,0.0
RPRM,65.00606933962405,0.0
OR2B11,42.824601622570775,1.0936974500450782
SLC25A22,29.755688549743095,29.12094250647891
RABEP2,64.27628788848341,21.627047400439128
NHLH2,0.0,0.0
C1orf167-AS1,23.261476007458683,1.1325269171010408
ATOX1,170.53264031881025,4129.655461048487
FAM187B,7.309519178752495,0.0
TBL1XR1,843.2409137811956,529.3930888701899
SAMD12,753.532999544622,450.73773656506114
CD163,223.03160754426128,1.0796838940980682
C18orf32,80.60991851811865,995.8721148012482
OR7E149P,0.0,0.0
GIMAP3P,0.0,0.0
PIDD1,46.791280873004105,36.88614146898619
ENSG00000177596,3.1459436946872503,0.0
ZNF491,33.08866547631966,1.9712570616224072
RPLP2,2927.1495269173106,14091.024502269642
HASPIN,16.728344220160047,0.0
JUN,1098.266566872967,1189.4951059618775
CSTF2T,166.34070119912042,36.83204937906633
PGBD5,129.35441952665488,152.67842310624752
C12orf54,0.0,2.5625383344478876
GBA,9.730632663995992,18.17331708368328
CASC2,159.74789844306744,20.09912323361029
ACAD9,145.97394890245562,184.27314367955748
IL17RA,145.69949059731292,8.41691633790484
PNPLA2,402.34763954402524,280.8022117281227
MBOAT4,0.0,1.0361698096830767
TEX44,13.189474107375855,0.0
AGTRAP,113.23842388009263,395.93763035944755
CD163L1,0.0,0.0
SRRM3,8.971743269983952,4.719000775214476
THAP5,184.35607808479386,783.4578592788012
DEFB114,0.0,0.0
CRACR2B,38.3601088834829,0.0
SUMO4,0.0,2.855771163958194
MAGEB10,1.0373304135294326,2.8890374897254456
DNAJC28,0.9631267130743597,1.9861065754330984
OR4F4,0.0,0.0
NAALADL2,129.30677432484518,1050.2751880024794
CD151,486.1179609718309,296.93543934259804
ENSG00000177699,0.0,0.0
POLR2L,499.8983367588484,5159.41147906921
FAM20C,108.9466021631143,9.990214733855554
NECTIN3,446.9603259067024,565.9372348333272
SLC35G5,0.0,0.0
ANXA2R,7.227697134797383,0.0
ENSG00000177725,0.0,0.0
TMEM94,519.4559456468747,134.6365017597771
FLII,125.74760656317414,55.58821925913742
SOX12,309.77438068939756,61.50985676738633
HNRNPA0,989.9965382994704,394.0355379011744
FXNP2,18.74125500324649,0.0
ANXA2R-OT1,96.5385967146808,49.22128641245145
YIPF7,7.97392206911584,17.32350114199154
FAM87B,0.0,4.2378182506306095
CDKN2AIPNLP1,0.0,0.0
RPS2P2,0.0,0.0
RAB4A-AS1,115.63526530464968,134.81944344897994
MYOZ1,17.734366629312024,0.0
TMEM78,40.06506375827717,6.595379297896123
YWHAQP4,0.0,0.0
KCNJ10,38.1082016866956,11.722478403121391
TENM3-AS1,36.01829008382062,7.149915154640469
CHID1,116.55061121495243,562.5380605855373
PCDHB9,20.95519878097311,50.3587937710422
ZNF620,17.89526287563404,15.686441732036329
ZNF518A,314.35806386720424,542.1035820583493
TMEM187,29.758481830907456,77.46223033674482
CACYBPP2,5.159209787055346,0.0
SVBP,60.61734286285558,396.74279669892087
ZNF619,38.46507997805353,1.0100207099696439
CCDC184,23.071056460812265,22.653744303721062
AP3S1,570.8785345125738,939.4140446318982
GRB2,242.3951553693515,616.3870968022659
ZBTB41,161.93279360329632,160.55647156134899
UBE2N,519.3692816818761,867.2673603726722
SPATA31C2,15.137195080455305,0.0
ARL6IP6,385.29096193162934,6760.861466520255
ZNF354C,56.54760530546739,6.124083762960749
CAPZA3,0.0,0.0
MAMDC4,22.5496906775817,3.2356697670137295
CENPBD1P,66.68077643532548,150.42778082947746
ODF3,0.0,0.0
BET1L,285.27592015791254,232.68190565592738
RPS27,4739.816747965454,44530.91832329049
RIC8A,102.42533071393541,55.02029522306706
IMP3,145.9401145120017,620.8816567499323
ASB8,170.38089695208052,2859.8113888526573
LCN15,40.78650069913462,4.3911108685884805
ODF3B,6.984649415172598,19.664748939295084
DPY19L2,75.43277710970203,2.7494054754642088
SPATA31E1,12.46965470723767,0.0
ZNRF3-AS1,29.211737159313074,6.234385708414658
C2orf73,10.670281461524851,38.66365355213331
GPR150,0.0,0.0
TSPYL6,20.060247858798274,0.0
LRRC75B,74.63235278427913,552.8323437271546
DMAP1,249.5603914645781,186.09181539152203
ADAMTSL1,37.81727706358569,0.0
CALHM5,51.50358903650848,34.66973268793847
IMPDH2,443.34491900031554,221.96307144731404
ALS2CL,41.021956443890204,2.049010636977123
MLF1,177.790972999561,523.6067911342733
PRSS42P,0.0,0.0
NDUFAF3,341.4312580190202,1531.5369980787705
C2orf69,84.1471233907973,164.66797372168153
GRAMD1C,43.672341686376946,92.2817871657588
STAP2,15.228942114044512,28.488671087356174
ULK4P3,0.0,17.60303837926321
TWF1P1,0.0,0.0
HTR3C,0.0,0.0
TSSK6,17.906252947004223,0.8501719450291517
BOLA1,118.01509083930515,95.32912484413698
PDE4DIP,689.6691451636462,290.51293614791643
DDX10,370.3105939348354,941.6508606795895
ENSG00000178107,0.0,0.0
GOLGA8Q,23.598501578756597,0.0
PPP1R42,0.0,24.417533419318058
NDUFV2,297.5431875038436,2131.6747203436967
FAM27E5,0.0,0.0
GK4P,0.0,0.0
DALRD3,343.6050767667939,221.7842521432769
ZNF114,17.47545200080335,1.8755037616611967
FAR2P2,39.08908387285526,259.2547744616426
ZNF518B,350.7935838130735,389.3532247417439
AMER3,20.22544840039945,27.55449533376074
SPINK6,16.690800262359645,0.0
ZNF366,12.225068642251163,0.0
LCORL,104.77859440256094,98.60976521303606
PARD6G,38.63675156532928,6.068437618944445
ZNF454,11.77488396265859,14.283206479557837
SH2B1,345.13814279111716,168.81183156061783
ZC3H12D,56.64471316189459,3.211685029816879
VN1R1,14.009890096972413,27.357637591045986
POGLUT3,71.57171721758986,20.86495718259389
PLEC,730.0359459962962,77.72204937227245
SH2D4B,0.0,0.0
